id,RFII-Score,Dossierstruktur,Dossier.Art,Produkt.letzte.Dossierversion,Personenhaushalt..Unterstützungseinheit.,Personen.im.Haushalt.gesamt,Personenkategorie,Zivilstand,Nationalität.Kategorien,in.CH.seit.Geb.,Alterskategorien,Erwerbssituation,Beschäftigungsgrad,Grund.Teilzeit,höchste.abgeschlossene.Ausbildung,Erlernter.Beruf.Kategorie,letzte.berufliche.Tätigkeit.Kategorie
id00740,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Universität/Hochschule/Fachhochschule,kein | keine,"Hilfsarbeitskräfte, onA"
id00350,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,NA,kein | keine,Ingenieurtechnische und vergleichbare Fachkräfte
id04164,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,Afrika,FALSE,26-35,"Haushalt, familiäre Gründe",NA,NA,nicht feststellbar,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id04136,1,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Einzelhaushalt,Alleinstehend,verheiratet,Afrika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id01942,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,Afrika,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id02978,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,36-45,"Angestellt, regelmässig",Vollzeit(90+),NA,nicht feststellbar,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id03104,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,EU / EFTA,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id00254,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Asien,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id00336,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Asien,FALSE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04454,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Bediener stationärer Anlagen und Maschinen
id01033,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,"Angestellt, regelmässig",Eine Teilzeitstelle (50-89%),NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id03119,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,geschieden,Afrika,FALSE,36-45,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),"Haushalt, familiäre Gründe",obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id00482,1,Sozialhilfe,Kopfquote,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id04020,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Restliches Europa,FALSE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id03501,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Restliches Europa,FALSE,26-35,Dauerinvalidität,NA,NA,nicht feststellbar,kein | keine,kein | keine
id02816,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Restliches Europa,FALSE,56-65,Dauerinvalidität,NA,NA,nicht feststellbar,kein | keine,kein | keine
id02242,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,TRUE,36-45,keine Chance auf dem Arbeitsmarkt,NA,NA,obligatorische Schule,kein | keine,Bürokräfte mit Kundenkontakt
id04697,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,FALSE,26-35,in der Lehre,NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id00311,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Abfallentsorgungsarbeiter und sonstige Hilfsarbeitskräfte
id04606,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Restliches Europa,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04801,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,TRUE,26-35,"Angestellt, regelmässig",Eine Teilzeitstelle (bis 49%),"Haushalt, familiäre Gründe",obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id02334,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,Restliches Europa,FALSE,26-35,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe","Hilfsarbeitskräfte, onA"
id02997,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",kein | keine
id01125,0.919834711,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,26-35,NA,NA,NA,obligatorische Schule,kein | keine,Verkaufskräfte
id02767,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id00317,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verheiratet,EU / EFTA,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Verkaufskräfte,NA
id02132,0.919834711,Sozialhilfe,Ausländer/innen,Rückerstattung,2,Mehrfachhaushalt (>3),Person mit Kind / Kinder,geschieden,Asien,FALSE,46-55,NA,NA,NA,NA,kein | keine,NA
id00679,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Asien,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id01346,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Asien,FALSE,36-45,Dauerinvalidität,NA,NA,obligatorische Schule,kein | keine,Hilfskräfte in der Nahrungsmittelzubereitung
id02206,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Afrika,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id01804,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,FALSE,56-65,anderes (nicht erwerbstätig),NA,NA,nicht feststellbar,kein | keine,kein | keine
id01699,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,Rentner/in,NA,NA,obligatorische Schule,kein | keine,kein | keine
id02783,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id03134,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Südamerika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,Verkaufskräfte,Berufe im Bereich personenbezogener Dienstleistungen
id03995,0.954070981,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Paar mit Kind / Kinder,verheiratet,Südamerika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Führungskräfte in der Produktion und bei spezialisierten Dienstleistungen
id00832,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,46-55,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,nicht feststellbar,kein | keine,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id01270,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,>3,Einzelhaushalt,Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,46-55,Dauerinvalidität,NA,NA,obligatorische Schule,NA,"Hilfsarbeitskräfte, onA"
id04118,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Asien,FALSE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id00779,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Betriebswirte und vergleichbare Spezialisten,"Juristen, Sozialwissenschaftler und Kulturberufe"
id00073,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id00547,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,EU / EFTA,FALSE,26-35,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),keine Vollzeitstelle,Anlehre,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id04231,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,56-65,Arbeit auf Abruf,Eine Teilzeitstelle (bis 49%),Krankheit,Berufslehre/-schule,Spezialisten in Gesundheitsberufen,Spezialisten in Gesundheitsberufen
id01475,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,höhere Fach- und Berufsausbildung,Spezialisten in Gesundheitsberufen,Spezialisten in Gesundheitsberufen
id04185,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,FALSE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id04635,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,56-65,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id01069,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,18-25,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,kein | keine
id01150,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker"
id00711,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Nordamerika,FALSE,36-45,Selbstständig,Eine Teilzeitstelle (50-89%),keine Vollzeitstelle,Schulbesuch weniger als 7 Jahre,kein | keine,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe"
id03633,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Afrika,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,kein | keine
id01070,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Afrika,FALSE,26-35,"Angestellt, regelmässig",Vollzeit(90+),NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id00702,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,geschieden,Afrika,FALSE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,höhere Fach- und Berufsausbildung,Lehrkräfte,kein | keine
id01159,1,Sozialhilfe,VA Flüchtling ab 7 J.,Sozialhilfeleistung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Afrika,FALSE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Ingenieurtechnische und vergleichbare Fachkräfte
id03609,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,36-45,Arbeit auf Abruf,Eine Teilzeitstelle (50-89%),NA,nicht feststellbar,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id04004,0.91875,Sozialhilfe,Ausländer/innen,Rückerstattung,1,Mehrfachhaushalt (>3),Alleinstehend,ledig,Afrika,FALSE,26-35,in der Lehre,Vollzeit(90+),NA,obligatorische Schule,kein | keine,Betreuungsberufe
id00749,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,nicht feststellbar,kein | keine,kein | keine
id02440,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,Afrika,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Reinigungspersonal und Hilfskräfte
id01479,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Rückerstattung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Afrika,FALSE,26-35,"Haushalt, familiäre Gründe",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id01779,0.91875,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,3,Mehrfachhaushalt (>3),Person mit Kind / Kinder,ledig,Afrika,FALSE,26-35,"Haushalt, familiäre Gründe",NA,NA,nicht feststellbar,kein | keine,kein | keine
id02352,1,Sozialhilfe,Flüchtling ab 5 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03278,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Restliches Europa,TRUE,18-25,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,kein | keine
id03068,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,Afrika,FALSE,46-55,keine Chance auf dem Arbeitsmarkt,NA,NA,obligatorische Schule,kein | keine,"Hilfsarbeitskräfte, onA"
id02424,0.91875,Sozialhilfe,VA Flüchtling ab 7 J.,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Asien,FALSE,26-35,in Ausbildung (ohne Lehrlinge),NA,NA,"Maturität, Berufsmatura, Diplommittelschule",kein | keine,Spezialisten in Gesundheitsberufen
id03173,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,verwitwet,EU / EFTA,TRUE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id03533,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,ledig,EU / EFTA,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,kein | keine
id04494,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Allgemeine Büro- und Sekretariatskräfte,Sonstige Bürokräfte und verwandte Berufe
id01597,0.91875,Sozialhilfe,Kopfquote,Sozialhilfeleistung,3,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,verheiratet,Afrika,FALSE,36-45,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id01610,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,geschieden,Restliches Europa,FALSE,36-45,"Haushalt, familiäre Gründe",NA,NA,Berufslehre/-schule,Verkaufskräfte,Verkaufskräfte
id03794,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,Verkaufskräfte,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id03158,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,26-35,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,"Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft"
id04019,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,EU / EFTA,TRUE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,"Maturität, Berufsmatura, Diplommittelschule",Lehrkräfte,Lehrkräfte
id01774,1,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Afrika,FALSE,46-55,vorübergehend arbeitsunfähig,NA,NA,nicht feststellbar,kein | keine,kein | keine
id00340,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,>3,Mehrfachhaushalt (>3),Paar mit Kind / Kinder,verheiratet,Restliches Europa,FALSE,36-45,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,Berufe im Bereich personenbezogener Dienstleistungen,"Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen"
id02202,0.954070981,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,36-45,vorübergehend arbeitsunfähig,NA,NA,obligatorische Schule,kein | keine,kein | keine
id03603,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,EU / EFTA,FALSE,18-25,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Berufe im Bereich personenbezogener Dienstleistungen
id01383,0.91875,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,geschieden,EU / EFTA,FALSE,46-55,"ohne Arbeit, beim Arbeitsamt gemeldet",NA,NA,obligatorische Schule,kein | keine,Bediener stationärer Anlagen und Maschinen
id00003,0.982905983,Sozialhilfe,Ausländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,verheiratet,EU / EFTA,TRUE,46-55,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe",Betriebswirtschaftliche und kaufmännische Fachkräfte und Verwaltungsfachkräfte
id01029,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Einzelhaushalt,Alleinstehend,ledig,Schweiz,TRUE,36-45,vorübergehend arbeitsunfähig,NA,NA,Berufslehre/-schule,Betreuungsberufe,"Juristische, soziale, kulturelle und verwandte Fachkräfte"
id02610,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Person mit Kind / Kinder,ledig,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Anlehre,"Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte",Berufe im Bereich personenbezogener Dienstleistungen
id03658,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,TRUE,26-35,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,"Metallarbeiter, Mechaniker, Polymechaniker, Produktionsmechaniker und verwandte Berufe",Betreuungsberufe
id04236,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,2,Mehrfachhaushalt (2-3),Paar ohne Kind / Kinder,verheiratet,Schweiz,TRUE,26-35,anderes (auf Arbeitssuche),NA,NA,Berufslehre/-schule,Berufe im Bereich personenbezogener Dienstleistungen,Berufe im Bereich personenbezogener Dienstleistungen
id00423,0.982905983,Sozialhilfe,Inländer/innen,Sozialhilfeleistung,1,Mehrfachhaushalt (2-3),Alleinstehend,geschieden,Schweiz,TRUE,56-65,"ohne Arbeit, nicht beim Arbeitsamt gemeldet",NA,NA,Berufslehre/-schule,Ingenieurtechnische und vergleichbare Fachkräfte,Betreuungsberufe
